N,P,K,pH,temperature,humidity,rainfall,label,yield_kg_per_ha
90.23,23.95,50.36,6.52,29.38,70.26,71.6,muskmelon,16939.42
26.94,53.32,24.42,4.52,28.04,41.41,65.08,mothbeans,930.91
124.54,55.56,36.99,6.91,11.0,46.03,56.07,wheat,3983.55
2.18,5.06,9.95,6.32,19.41,72.01,162.58,orange,20633.85
17.66,69.48,34.25,6.45,20.41,48.36,20.24,lentil,1509.22
7.72,0.99,39.28,7.1,27.48,91.38,124.63,coconut,12947.61
9.07,10.39,11.73,6.06,15.03,81.09,95.11,orange,24327.63
113.95,47.12,20.5,6.19,33.06,41.24,66.03,cotton,2814.62
28.97,68.68,21.89,7.17,30.42,49.09,139.47,pigeonpeas,1398.55
116.64,23.9,58.14,7.33,32.66,56.84,80.01,watermelon,30766.31
96.17,12.07,47.48,7.39,39.15,67.7,78.45,watermelon,29226.63
119.26,16.12,63.26,7.17,32.41,66.86,67.56,muskmelon,16204.33
70.02,51.92,41.17,7.82,30.78,71.72,300.34,jute,3172.16
89.4,53.29,24.09,6.95,21.35,57.28,130.92,maize,6500.99
29.99,59.88,26.04,7.11,26.03,58.56,103.93,mungbean,1087.93
43.77,56.14,29.39,6.09,25.99,62.31,98.03,blackgram,1099.12
115.54,21.09,48.6,7.27,31.98,73.32,89.37,muskmelon,17360.21
102.89,61.99,22.43,6.86,21.68,53.01,125.19,maize,6248.46
26.73,66.0,18.4,6.68,25.91,67.61,182.3,kidneybeans,1689.93
133.16,62.63,47.4,6.96,20.36,40.41,145.81,wheat,4011.35
22.31,66.13,22.73,7.35,16.78,43.37,53.35,lentil,1685.74
17.62,55.53,18.09,6.1,25.61,66.4,191.2,kidneybeans,1578.93
70.05,51.51,57.25,7.36,29.29,94.84,185.5,jute,3141.3
26.32,61.43,30.23,6.95,19.29,69.98,163.84,kidneybeans,1734.61
38.33,28.44,35.44,7.49,25.33,63.35,172.45,mango,11870.11
58.79,62.99,63.95,6.5,33.79,78.35,249.18,papaya,44381.75
88.83,53.12,45.78,6.6,28.5,86.02,274.28,rice,5252.55
14.63,17.91,16.53,6.02,12.24,67.68,83.82,orange,20197.07
28.79,77.92,24.12,6.02,36.83,63.12,133.22,pigeonpeas,1237.05
122.95,59.96,46.61,6.57,22.4,43.46,92.84,wheat,4431.72
1.68,145.21,196.87,6.46,10.34,77.29,170.49,apple,15646.1
101.43,47.52,24.89,7.63,23.85,71.83,199.13,cotton,2574.92
134.88,62.04,37.68,7.04,22.71,45.94,65.06,wheat,3938.6
20.85,61.57,21.19,6.78,30.38,37.24,55.84,mothbeans,924.51
28.24,74.92,24.86,6.92,31.88,43.48,117.29,mungbean,1106.07
53.25,61.47,64.66,6.04,29.1,91.88,175.06,papaya,44301.96
104.34,26.33,49.28,7.21,39.21,60.33,46.99,watermelon,31708.23
28.1,53.67,42.46,5.87,16.6,75.77,128.52,grapes,17665.28
59.01,65.48,53.47,6.73,28.15,72.06,214.58,papaya,45397.81
26.56,62.67,22.05,6.31,31.72,49.4,132.85,mungbean,1144.27
21.73,62.72,18.79,6.86,20.95,59.1,151.52,kidneybeans,1867.45
28.72,71.7,21.7,6.05,31.74,53.07,67.88,pigeonpeas,1306.36
105.69,36.53,40.34,6.22,25.98,66.98,159.95,coffee,1260.91
29.53,66.47,21.69,7.0,17.1,56.71,117.21,kidneybeans,1679.25
29.22,70.55,23.88,6.56,29.7,53.48,110.49,mungbean,1091.44
16.26,60.94,22.67,6.45,38.43,64.75,91.68,pigeonpeas,1155.17
102.63,21.61,26.82,6.14,25.86,83.1,169.26,coffee,1262.58
36.36,61.12,70.11,7.07,16.75,27.19,74.88,chickpea,1284.16
38.05,70.45,76.23,6.35,28.04,44.27,62.1,chickpea,1441.94
22.8,59.34,27.59,6.35,29.06,50.21,62.85,mungbean,1191.95
28.16,65.83,31.68,7.05,14.55,49.49,24.14,lentil,1541.67
27.24,70.46,34.47,5.79,33.39,49.58,106.37,pigeonpeas,1251.93
47.13,58.51,81.68,6.81,17.56,20.31,49.13,chickpea,1279.38
89.25,74.97,224.08,5.75,25.4,77.11,221.24,banana,33474.23
44.1,72.36,75.08,6.13,20.78,27.93,79.02,chickpea,1361.15
39.6,29.24,36.98,6.28,35.37,53.03,98.87,mango,11065.03
24.36,71.03,29.36,6.78,16.37,68.49,190.39,kidneybeans,1836.27
1.35,0.32,45.46,6.59,32.05,63.0,254.92,coconut,11420.48
50.95,56.38,59.09,6.86,25.16,72.86,288.83,papaya,48458.34
16.24,58.2,24.67,5.65,26.21,63.05,109.48,kidneybeans,1686.26
19.95,0.1,47.64,7.39,27.59,81.97,256.54,coconut,10703.76
32.14,61.92,80.14,6.57,18.22,37.58,68.29,chickpea,1318.24
19.03,79.71,31.88,7.09,35.01,69.58,124.61,pigeonpeas,1133.03
116.02,13.87,54.71,6.03,39.35,76.03,55.36,muskmelon,16645.11
135.31,57.48,43.92,6.61,12.73,58.29,94.85,wheat,4064.93
44.79,67.97,26.39,6.79,34.41,68.22,84.56,blackgram,1068.67
44.88,67.5,64.21,6.33,28.42,75.41,279.72,papaya,42690.43
18.72,54.33,27.81,5.99,31.45,29.84,31.96,mothbeans,992.28
127.95,69.48,35.57,7.11,23.9,41.87,61.02,wheat,3773.22
118.77,42.83,61.95,7.22,26.64,41.17,83.31,pomegranate,14996.2
101.18,12.94,61.26,6.56,37.49,79.66,47.91,muskmelon,17962.68
36.25,72.72,28.18,7.1,27.01,57.87,71.64,blackgram,1090.06
23.86,56.64,20.73,5.62,16.3,69.54,121.22,kidneybeans,1821.21
32.6,27.47,30.43,6.14,28.22,54.98,193.95,mango,11818.65
27.16,49.57,49.85,6.43,18.8,53.99,198.17,grapes,16936.91
16.27,120.51,206.81,6.03,16.4,55.38,153.7,apple,16389.78
23.75,38.45,49.17,6.71,24.27,63.6,96.27,grapes,17575.83
69.13,54.85,40.38,7.63,34.43,82.71,225.51,jute,3217.89
82.02,51.89,45.9,6.5,32.54,75.36,239.36,rice,5083.79
5.34,6.28,37.34,7.08,36.37,70.15,273.76,coconut,11950.44
132.85,43.52,18.77,6.2,38.66,54.12,113.39,cotton,2709.02
39.92,25.67,31.17,5.56,28.17,59.94,80.17,mango,11090.12
24.64,56.4,19.96,6.45,21.85,63.72,117.8,kidneybeans,1668.72
21.07,61.1,32.64,5.53,38.48,64.8,75.24,pigeonpeas,1298.49
98.15,78.14,58.61,5.66,29.9,84.08,187.64,banana,34850.52
19.45,18.79,8.81,6.93,18.49,77.4,131.4,orange,18980.4
71.37,47.8,49.46,6.73,36.9,79.72,160.01,jute,3251.67
110.45,13.08,45.09,7.03,24.25,77.01,67.06,watermelon,30923.01
21.0,51.91,32.3,6.37,20.9,50.03,191.68,grapes,14999.68
111.87,51.21,42.38,6.38,15.79,44.92,76.19,wheat,4016.87
119.13,54.9,55.29,6.64,27.21,84.13,186.03,rice,4850.52
18.31,8.84,44.47,6.02,28.88,75.25,107.81,coconut,11281.31
25.36,26.37,41.45,5.82,27.14,58.38,184.2,mango,12641.66
118.83,70.5,184.64,6.54,26.61,78.84,141.64,banana,35890.78
23.98,67.15,34.3,6.75,24.77,56.79,133.49,kidneybeans,1827.96
109.51,26.83,53.4,7.4,33.71,76.85,35.84,watermelon,32944.08
136.93,55.76,48.58,6.08,24.34,64.52,123.91,wheat,4034.9
95.14,15.71,51.57,6.15,35.94,71.51,87.39,watermelon,31281.65
51.21,65.58,64.77,6.43,34.9,74.28,293.73,papaya,43488.34
105.69,12.64,51.23,7.33,33.33,64.08,77.96,muskmelon,17967.0
15.04,64.16,25.03,7.04,30.41,52.23,78.23,mungbean,1099.9
17.7,53.2,33.96,7.59,22.72,51.81,25.74,lentil,1477.52
24.09,37.69,37.95,6.4,28.48,74.88,131.84,grapes,17597.38
10.2,18.16,8.24,6.13,24.39,73.75,118.99,orange,20797.83
96.32,31.6,34.57,6.95,16.25,81.91,267.78,coffee,1382.42
119.05,28.59,43.4,6.52,18.74,84.27,242.71,coffee,1181.01
18.36,65.34,28.85,5.82,19.51,54.33,190.29,kidneybeans,1747.77
113.63,27.6,57.96,6.42,36.31,62.49,99.42,watermelon,30034.36
25.69,21.23,36.4,6.69,26.03,73.59,163.91,mango,12042.36
28.55,26.15,45.33,5.79,34.12,64.84,179.58,mango,12806.84
17.72,71.66,25.85,6.74,34.71,53.13,112.97,mungbean,1108.31
16.62,71.02,28.63,6.3,27.87,42.74,131.78,mungbean,1080.19
35.62,68.01,32.62,7.48,22.92,60.07,183.58,blackgram,1084.73
19.2,61.14,20.16,6.63,26.09,65.8,161.26,kidneybeans,1708.71
26.51,64.85,30.17,5.54,37.4,57.34,191.46,pigeonpeas,1310.53
121.38,55.53,35.6,7.22,12.65,41.3,125.59,wheat,3951.44
97.38,64.22,58.3,6.77,26.65,35.04,117.08,pomegranate,17610.79
30.46,51.39,39.77,5.68,15.35,79.66,160.23,grapes,17790.87
35.18,26.97,32.88,6.21,33.86,68.61,172.12,mango,11170.66
97.07,44.85,33.02,6.67,20.63,72.14,111.59,maize,6447.34
41.08,67.32,85.92,7.91,16.96,42.1,79.34,chickpea,1403.96
40.15,66.45,86.32,7.82,26.8,34.57,67.9,chickpea,1439.88
111.64,23.91,59.81,6.74,32.96,76.59,78.83,muskmelon,16987.19
26.6,71.76,34.01,5.6,24.59,64.18,120.7,kidneybeans,1643.0
18.76,67.14,33.98,5.95,19.52,69.87,117.62,kidneybeans,1698.39
67.98,52.07,44.9,7.93,24.45,74.78,155.66,jute,3125.78
21.69,24.57,48.64,7.16,27.72,51.18,90.39,mango,11635.39
26.73,39.75,45.71,6.81,19.03,58.77,113.28,grapes,17929.58
32.06,73.99,28.99,6.83,24.57,60.32,114.53,blackgram,1018.49
42.69,67.5,46.25,6.64,31.1,89.29,252.28,papaya,43732.48
20.81,25.4,38.97,6.54,25.14,69.9,191.42,mango,11902.34
84.76,58.34,46.43,6.41,26.98,83.01,229.78,rice,4896.0
33.68,28.23,45.41,5.77,31.84,45.39,100.4,mango,13206.89
94.22,67.36,65.91,6.74,36.8,59.22,98.39,pomegranate,16694.38
75.96,53.06,58.08,7.52,34.43,80.34,154.97,jute,3281.93
39.91,63.55,20.48,7.31,22.71,54.79,150.79,blackgram,1162.65
15.89,54.41,26.57,6.2,31.04,42.43,69.15,mothbeans,962.17
72.87,56.94,53.4,6.99,32.55,87.71,185.89,jute,3302.48
46.85,56.72,21.6,6.8,25.35,50.29,168.12,blackgram,1006.73
126.68,56.36,41.92,6.88,18.95,47.87,83.03,wheat,4075.0
109.49,42.69,58.16,7.0,27.96,45.87,96.11,pomegranate,17787.91
17.82,56.71,30.76,6.14,27.92,35.37,68.19,mothbeans,926.04
112.51,34.29,41.99,7.22,25.21,84.51,291.67,coffee,1175.2
23.0,66.67,22.28,5.78,35.59,49.21,104.44,pigeonpeas,1365.16
18.22,71.92,18.15,7.07,25.56,47.83,132.02,mungbean,1041.55
23.94,58.14,34.29,5.88,23.72,54.62,161.61,kidneybeans,1751.12
93.59,41.42,49.51,6.63,24.28,81.7,276.85,rice,5137.33
17.32,65.88,33.97,7.72,21.62,48.03,51.27,lentil,1512.76
102.21,15.63,58.56,6.84,39.0,56.99,62.73,watermelon,33007.63
113.12,66.12,36.74,6.07,24.97,61.74,138.28,wheat,3990.52
34.66,24.46,48.62,6.12,31.51,70.93,138.05,mango,11423.52
104.91,61.24,26.62,5.89,22.51,56.82,122.61,maize,6230.73
108.75,67.27,224.13,6.81,28.68,91.2,236.23,banana,35657.46
105.6,12.11,56.2,6.63,25.04,72.27,40.43,watermelon,33792.81
29.6,54.39,49.95,6.26,11.45,68.59,150.14,grapes,15425.33
19.78,62.33,33.62,6.47,27.55,29.73,74.64,mothbeans,900.3
18.72,11.26,16.64,7.49,24.85,72.79,128.24,orange,20811.53
21.53,69.96,34.79,5.97,25.29,47.78,98.01,pigeonpeas,1295.81
133.95,60.13,39.46,7.42,14.12,40.66,74.27,wheat,4230.25
24.16,64.8,20.15,6.55,22.75,56.84,135.63,kidneybeans,1958.18
104.33,63.94,48.62,7.16,37.36,41.69,105.75,pomegranate,18510.14
93.73,64.21,62.64,6.28,30.4,83.88,290.12,banana,34609.01
105.14,51.23,42.92,5.89,32.4,45.97,117.85,pomegranate,18645.22
30.72,26.83,42.16,6.24,25.51,71.18,136.25,mango,13625.26
21.02,31.84,31.69,7.24,33.87,45.26,144.52,mango,11234.48
6.87,8.41,13.5,6.16,24.19,68.44,100.87,orange,23016.68
103.82,45.59,23.37,6.44,24.0,65.38,90.54,maize,6283.52
14.32,2.52,45.35,5.51,34.77,62.46,275.87,coconut,12048.82
76.16,57.58,42.09,6.29,33.52,92.52,253.77,jute,3273.83
19.85,69.53,24.27,6.37,28.21,57.54,85.51,mungbean,1153.19
79.91,48.97,53.18,6.35,33.24,85.27,177.97,jute,3227.97
48.96,58.3,32.11,6.42,22.37,50.81,125.79,blackgram,989.21
15.38,64.46,19.64,3.94,33.58,38.27,51.8,mothbeans,833.8
83.98,22.05,30.86,6.71,17.89,68.28,164.45,coffee,1158.87
114.7,46.12,52.38,6.64,21.92,90.62,290.78,rice,4857.78
29.67,75.73,27.74,5.83,27.59,60.36,121.19,pigeonpeas,1244.33
27.96,55.63,23.9,7.06,34.01,55.13,120.29,mungbean,1055.56
109.28,62.4,50.74,6.09,22.75,61.52,84.23,wheat,4035.19
40.69,55.55,80.08,7.09,26.03,36.24,55.09,chickpea,1396.14
26.38,60.94,26.98,6.33,17.8,37.9,25.01,lentil,1627.91
119.21,48.63,23.32,6.57,36.75,57.94,96.0,cotton,2933.0
20.3,59.75,20.08,6.47,19.15,54.51,186.6,kidneybeans,1646.4
106.22,11.48,50.09,6.95,36.08,77.23,80.08,watermelon,31362.75
1.35,12.23,17.26,6.36,20.8,71.74,146.68,orange,21907.14
78.81,50.34,41.87,7.94,24.38,74.62,284.25,jute,3144.18
20.94,36.42,46.93,6.84,21.31,76.73,160.01,grapes,16866.13
19.32,47.33,22.2,4.25,32.06,29.31,40.8,mothbeans,890.02
32.75,43.94,33.8,5.8,9.13,53.02,102.17,grapes,17615.43
19.07,47.55,33.88,4.51,29.51,44.93,58.33,mothbeans,867.95
128.29,69.76,54.43,7.38,21.33,55.24,67.22,wheat,3724.98
28.07,48.2,30.63,3.97,28.11,35.31,32.47,mothbeans,881.5
109.67,54.62,55.66,6.35,21.57,93.08,279.84,rice,4928.14
118.65,51.92,58.66,6.71,27.01,90.7,152.68,rice,4954.37
11.11,138.78,202.47,6.02,12.47,71.02,139.65,apple,19805.12
17.34,70.54,24.89,6.92,25.92,54.5,106.07,mungbean,1113.07
116.83,63.62,87.05,6.03,25.6,76.5,102.2,banana,32917.55
62.4,58.6,48.8,6.3,34.3,70.48,236.13,jute,3150.52
24.0,52.7,22.1,6.63,17.84,35.76,79.95,lentil,1615.65
93.49,27.52,63.0,5.9,39.04,77.03,44.34,watermelon,29334.2
17.01,132.97,202.79,6.67,17.82,65.3,196.71,apple,18171.37
47.59,71.33,18.15,6.81,33.87,61.97,107.74,blackgram,1043.19
127.15,51.13,22.89,7.27,38.2,44.38,67.79,cotton,2854.47
24.91,60.72,34.5,5.78,28.49,69.37,169.09,pigeonpeas,1191.1
6.17,6.42,5.04,6.92,20.56,89.87,114.63,orange,20632.42
91.88,42.16,28.56,5.83,23.89,69.84,94.43,maize,6472.89
72.47,61.96,49.52,7.97,24.81,76.78,253.69,jute,3311.63
28.0,54.83,31.29,6.03,34.93,33.76,51.38,mothbeans,900.21
20.47,72.6,33.77,7.0,27.76,57.74,62.96,mungbean,1101.63
82.23,56.84,51.69,7.94,30.05,90.21,172.5,jute,3346.16
3.22,120.16,197.62,6.99,13.54,52.01,156.41,apple,16636.29
22.6,73.51,34.83,6.04,16.51,57.26,122.34,kidneybeans,1720.82
24.68,76.24,20.19,6.73,36.61,52.81,75.76,pigeonpeas,1275.22
24.78,64.21,22.05,6.66,33.5,44.14,93.05,mungbean,1107.0
22.18,53.69,38.15,6.59,12.29,65.92,103.42,grapes,17632.74
29.92,60.87,32.78,6.21,25.17,26.3,75.75,mothbeans,845.05
84.12,40.82,44.92,5.6,26.83,85.32,196.89,rice,4758.3
12.38,0.4,31.43,5.89,34.5,87.94,229.44,coconut,11306.65
22.62,68.51,29.92,7.34,34.0,50.68,67.37,pigeonpeas,1395.46
20.05,70.53,19.62,6.61,18.39,52.71,167.82,kidneybeans,1786.76
28.79,70.73,32.22,6.89,22.64,69.9,103.33,kidneybeans,1738.99
91.68,49.8,51.73,6.24,21.26,79.87,276.54,rice,5307.47
16.78,60.23,21.54,6.57,26.69,34.84,54.36,mothbeans,878.28
39.1,74.26,19.86,6.85,26.44,62.93,154.33,blackgram,1033.45
117.69,52.61,20.44,7.18,34.13,41.75,155.42,cotton,2704.28
37.08,24.15,30.66,6.98,34.95,64.28,130.96,mango,11696.79
109.39,60.97,43.52,7.19,17.33,52.52,148.91,wheat,4249.35
51.96,69.78,64.84,6.42,28.67,87.04,205.15,papaya,43883.35
8.49,126.11,206.69,6.41,4.93,65.98,169.45,apple,17412.79
106.6,69.76,41.54,6.13,13.73,41.46,129.0,wheat,3868.7
16.21,56.88,34.77,7.59,21.89,37.7,41.87,lentil,1568.9
30.33,58.4,34.91,6.37,22.26,55.57,123.09,blackgram,997.4
16.02,2.64,46.36,6.79,31.81,94.03,177.33,coconut,11622.95
90.85,56.21,21.06,6.18,29.73,54.4,90.93,maize,5995.75
100.89,27.66,33.31,7.07,15.86,85.95,158.6,coffee,1429.11
98.9,50.2,46.24,6.95,31.0,82.38,176.22,rice,5193.67
115.98,13.12,46.96,6.76,37.51,78.08,57.99,watermelon,30470.6
138.31,67.51,38.07,7.17,12.22,62.83,101.79,wheat,3648.61
15.33,45.72,23.24,5.63,34.59,26.82,65.16,mothbeans,878.03
13.26,0.85,48.53,7.18,32.36,86.04,170.31,coconut,11930.23
32.99,23.68,38.43,7.34,34.54,59.9,89.09,mango,12416.63
115.41,69.73,68.94,6.13,30.71,52.46,51.35,pomegranate,15962.37
36.24,34.48,47.56,6.53,30.32,46.12,139.4,mango,11120.07
26.79,59.92,27.46,7.92,15.12,51.08,62.71,lentil,1690.12
20.39,69.23,24.91,6.34,31.11,50.45,148.37,mungbean,1097.1
21.76,58.6,30.66,6.9,30.32,43.13,110.12,mungbean,1105.32
101.9,38.86,15.84,6.36,31.15,69.9,151.45,cotton,2581.76
103.36,41.12,36.49,6.34,25.05,58.18,195.71,maize,6282.51
25.41,33.7,46.0,5.93,24.98,61.54,158.02,mango,11753.79
19.09,46.04,46.23,5.78,8.1,53.77,124.53,grapes,17115.56
52.31,64.77,58.1,6.36,28.68,83.73,179.01,papaya,46196.4
97.06,29.72,41.0,7.06,15.55,77.36,168.71,coffee,1431.44
26.73,51.02,28.59,6.63,26.44,37.4,77.4,mothbeans,929.38
117.44,44.04,28.83,7.16,28.97,74.42,124.74,cotton,2840.0
29.17,46.27,35.24,6.19,12.36,71.53,158.5,grapes,18724.82
12.56,9.75,44.86,7.11,36.78,73.34,113.82,coconut,11188.53
60.9,61.16,44.77,7.49,28.62,75.62,244.14,jute,2928.49
102.45,47.71,45.41,6.28,24.72,86.28,251.5,rice,5318.97
17.83,73.03,31.33,6.02,26.37,54.78,140.68,kidneybeans,1748.25
21.35,74.46,18.24,6.53,32.75,47.2,142.89,mungbean,1098.03
19.69,61.48,21.82,5.68,26.9,49.09,105.77,pigeonpeas,1286.95
25.07,62.63,32.38,6.26,33.93,45.37,63.83,mungbean,1108.73
2.27,131.97,203.33,5.95,1.88,57.49,124.57,apple,17389.45
15.23,61.75,24.75,6.66,17.63,39.47,31.01,lentil,1546.81
25.78,51.28,40.7,6.99,13.3,72.26,120.53,grapes,18617.39
98.39,16.27,52.63,6.59,33.88,69.11,27.17,muskmelon,18338.86
15.34,5.94,48.93,7.03,35.87,72.65,262.2,coconut,11582.39
38.06,58.86,78.03,6.66,28.05,32.17,45.83,chickpea,1351.19
91.19,16.15,54.88,6.92,35.81,76.61,39.14,muskmelon,19020.58
34.01,67.2,20.4,6.75,29.58,62.71,88.88,blackgram,1109.01
29.04,67.02,21.33,6.52,19.12,50.99,130.23,kidneybeans,1702.8
6.14,3.98,47.75,7.06,33.9,74.25,168.21,coconut,13139.98
18.37,64.18,31.64,6.99,31.0,59.56,101.74,mungbean,1108.44
28.99,47.16,49.46,5.84,18.59,77.48,146.45,grapes,16157.64
15.08,2.95,36.86,5.73,30.43,65.94,207.8,coconut,12598.67
28.62,32.42,47.86,5.82,28.34,68.94,123.3,mango,13364.39
124.33,53.56,52.63,6.31,11.37,61.89,79.53,wheat,4052.72
33.63,52.37,39.02,6.37,26.64,76.14,137.98,grapes,15976.66
109.05,60.5,53.56,7.44,11.92,48.73,119.81,wheat,3949.51
95.91,16.01,52.21,6.84,32.41,71.24,98.03,watermelon,31264.04
26.19,65.1,23.93,6.99,31.17,50.15,129.58,mungbean,1133.42
28.55,43.85,39.73,5.58,18.03,74.01,142.81,grapes,19092.98
109.06,60.4,46.93,7.47,33.38,59.24,63.95,pomegranate,18135.46
20.89,28.19,39.25,6.51,25.81,67.43,180.42,mango,12754.16
111.19,50.64,47.29,6.56,19.77,42.72,51.38,wheat,4152.75
82.03,59.63,49.38,6.85,27.13,76.21,273.33,rice,4846.12
20.74,49.98,20.48,4.01,26.82,35.74,67.9,mothbeans,897.89
28.38,61.42,18.34,6.41,20.26,64.99,152.46,kidneybeans,1657.23
36.08,79.22,78.97,6.09,18.29,28.56,99.96,chickpea,1354.92
109.5,41.44,50.31,6.22,33.83,84.87,220.25,rice,5171.92
7.69,9.73,36.99,5.51,36.54,68.29,238.82,coconut,11911.92
72.41,50.72,55.69,7.05,31.23,74.04,332.7,jute,3345.71
93.89,27.05,64.62,5.64,25.94,69.72,36.04,watermelon,29247.59
5.01,138.7,198.2,5.52,17.22,54.37,169.38,apple,17818.88
119.01,75.11,146.98,6.14,26.29,87.3,110.47,banana,35362.05
58.87,60.98,46.43,6.2,29.61,91.15,284.39,papaya,45472.13
20.53,58.35,26.59,5.98,25.96,60.69,186.6,kidneybeans,1856.44
105.88,42.3,41.8,5.74,35.04,35.48,132.42,pomegranate,16888.84
56.58,63.26,45.22,6.39,34.38,81.29,274.26,papaya,44879.34
15.01,54.33,34.94,7.46,20.38,49.52,44.5,lentil,1445.25
50.22,59.04,62.25,6.8,32.14,83.18,185.2,papaya,46656.36
27.86,73.33,26.13,6.68,17.34,62.06,135.86,kidneybeans,1788.01
128.95,51.33,52.25,7.25,11.33,40.59,55.63,wheat,3781.42
12.78,142.72,203.05,6.21,18.27,65.89,150.93,apple,19171.18
86.54,49.28,21.05,6.98,20.56,56.43,168.53,maize,6166.39
3.29,122.23,198.64,5.58,6.92,67.67,114.11,apple,16668.57
101.37,34.85,39.25,6.47,25.18,81.02,182.73,coffee,1372.64
90.96,65.4,127.86,6.12,31.34,81.01,154.56,banana,34734.34
41.62,67.09,75.23,7.58,17.95,26.06,88.91,chickpea,1470.43
15.97,18.89,9.91,7.31,16.77,66.82,134.94,orange,19696.18
9.05,140.21,199.08,6.49,19.97,64.51,102.83,apple,18584.55
2.97,120.73,195.41,5.67,19.9,63.46,162.39,apple,14370.64
15.53,74.42,32.41,6.53,33.1,53.42,97.19,pigeonpeas,1233.34
100.2,16.88,52.48,6.43,30.98,67.26,82.68,watermelon,32674.35
29.01,78.98,31.05,5.91,27.92,66.99,84.16,pigeonpeas,1270.12
31.58,40.51,36.35,6.31,20.04,74.33,114.31,grapes,16514.09
37.6,64.59,31.66,7.05,33.05,57.53,88.32,blackgram,1122.23
36.07,68.25,85.93,6.92,18.42,44.84,38.09,chickpea,1356.61
21.17,72.29,26.65,6.28,15.06,62.74,110.78,kidneybeans,1920.12
32.21,58.07,27.01,6.41,30.18,57.46,98.7,blackgram,1078.56
24.72,69.62,20.96,6.54,17.15,52.75,114.74,kidneybeans,1819.16
114.13,12.61,51.32,6.82,24.54,56.4,83.35,watermelon,31266.67
51.53,62.97,61.42,6.75,30.92,84.95,282.04,papaya,46778.28
91.03,61.99,29.49,6.18,21.67,62.12,160.33,maize,6301.6
71.24,46.82,54.97,7.05,34.3,72.91,349.45,jute,2999.14
18.7,59.45,29.43,6.6,33.35,52.77,85.94,mungbean,1129.83
95.53,35.21,30.55,7.15,18.0,83.85,179.16,coffee,1266.65
24.61,23.29,40.67,6.94,30.33,69.62,189.26,mango,12294.26
28.61,66.23,31.6,5.84,36.18,58.93,88.63,pigeonpeas,1296.54
118.14,49.88,36.0,7.43,29.96,54.04,142.06,maize,5886.64
0.85,19.84,9.91,6.6,18.73,87.01,175.89,orange,18967.94
9.05,4.91,41.92,6.35,34.26,60.17,196.6,coconut,14002.74
18.92,9.67,39.73,5.65,36.19,78.3,127.77,coconut,11839.82
18.84,72.08,27.43,6.42,34.26,56.46,83.88,mungbean,1127.06
97.19,21.66,62.29,6.56,34.19,71.97,81.78,watermelon,31211.27
18.75,146.17,206.52,6.37,20.22,79.26,163.73,apple,16632.12
111.77,53.68,15.82,7.76,34.62,52.7,183.15,cotton,2528.22
90.43,23.31,55.93,6.47,37.65,58.97,70.15,watermelon,31412.33
15.85,44.76,33.87,6.69,28.9,73.31,179.22,grapes,16363.59
114.36,58.25,44.24,6.2,31.0,92.57,206.86,rice,4807.81
7.24,4.02,49.91,6.14,32.55,82.17,235.57,coconut,11525.96
33.97,40.31,38.84,6.84,16.94,78.64,88.06,grapes,16333.89
19.87,16.61,13.31,6.79,24.35,80.02,120.71,orange,21295.49
24.12,59.52,31.28,6.88,32.73,59.35,112.61,mungbean,1114.06
32.97,59.48,85.04,6.3,22.04,38.29,75.59,chickpea,1345.55
97.58,32.48,29.25,6.43,16.84,82.79,237.34,coffee,1404.88
40.62,68.02,64.64,6.24,31.57,86.97,294.94,papaya,42932.36
96.87,61.38,169.52,6.83,26.18,77.64,194.91,banana,37001.3
103.9,22.53,54.37,6.61,29.48,73.89,63.39,muskmelon,18494.57
19.68,3.44,42.66,6.05,35.27,73.24,178.14,coconut,11891.72
94.87,64.54,248.57,5.91,29.38,80.28,199.22,banana,35691.73
29.16,65.14,26.98,6.97,19.4,68.86,169.49,kidneybeans,1830.25
108.19,41.11,47.15,6.1,38.73,49.59,110.2,pomegranate,16549.91
27.06,63.46,18.91,3.92,31.72,37.09,49.13,mothbeans,868.12
26.32,65.35,21.02,6.34,26.38,64.11,129.88,kidneybeans,1750.67
100.73,17.25,53.1,7.05,31.28,70.18,60.97,watermelon,35168.15
120.02,43.52,21.45,6.08,35.53,52.33,126.73,cotton,3084.25
104.14,60.06,48.44,7.19,18.84,59.35,89.27,wheat,4052.89
104.87,56.77,29.1,6.08,19.09,58.76,84.65,maize,6644.14
6.32,128.41,203.88,6.89,21.96,53.16,154.02,apple,18203.96
5.49,7.93,45.87,6.22,29.67,83.24,173.56,coconut,12462.01
102.03,59.27,26.34,6.81,26.19,62.58,72.61,maize,6628.96
111.32,63.65,47.85,6.98,19.12,63.98,100.83,wheat,4017.56
45.27,62.37,80.1,6.45,20.68,44.13,78.52,chickpea,1419.72
29.91,61.09,32.04,6.98,33.88,55.97,167.21,pigeonpeas,1093.09
100.63,58.72,59.54,5.85,20.74,78.07,159.5,rice,4907.71
24.73,56.5,19.76,6.48,32.77,46.47,102.37,mungbean,1075.75
94.13,55.75,56.64,6.73,26.25,81.43,262.32,rice,5004.32
80.26,78.88,58.85,6.52,28.22,83.47,267.61,banana,31398.13
113.12,36.03,30.4,6.85,24.49,67.59,229.59,coffee,1218.6
22.39,51.48,36.68,5.76,13.11,51.03,186.16,grapes,17073.3
12.76,6.87,17.21,6.95,23.12,86.9,145.09,orange,20867.8
20.13,62.77,18.19,7.09,34.77,57.25,60.52,mungbean,1107.99
